,MAL_ID,Name_x,Japanese name,Type,Genres_x,Producer,Studio,sypnopsis,Voice Actors
5153,9756,Mahou Shoujo Madoka★Magica,魔法少女まどか★マギカ,TV,"Psychological, Drama, Magic, Thriller","['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Madoka Partners', 'Houbunsha']",['Shaft'],"adoka Kaname and Sayaka Miki are regular middle school girls with regular lives, but all that changes when they encounter Kyuubey, a cat-like magical familiar, and Homura Akemi, the new transfer student. Kyuubey offers them a proposition: he will grant any one of their wishes and in exchange, they will each become a magical girl, gaining enough power to fulfill their dreams. However, Homura Akemi, a magical girl herself, urges them not to accept the offer, stating that everything is not what it seems. A story of hope, despair, and friendship, Mahou Shoujo Madoka★Magica deals with the difficulties of being a magical girl and the price one has to pay to make a dream come true.","['SaitouChiwa', 'YuukiAoi', 'NonakaAi', 'KitamuraEri', 'MizuhashiKaori', 'KatouEmiri', 'GotouYuuko', 'ShintaniRyouko', 'MizuhashiKaori']"
5155,9760,Hoshi wo Ou Kodomo,星を追う子ども,Movie,"Adventure, Romance, Fantasy","['Media Factory', 'Movic', 'Yahoo! Japan', 'Warner Music Japan', 'Marine Entertainment']",['CoMix Wave Films'],"If you could turn all your memories into a song, what would it resemble? Between being an exceptional student and taking care of the house alone during her mother's absence, Asuna Watase's only distraction is listening to her old crystal radio in her secret mountain hideout. One day, she accidentally tunes to a mysterious and melancholic melody, different from anything she has ever heard before. Soon after, an enigmatic boy named Shun saves her from a dangerous creature, unknowingly dragging Asuna on a long journey to a long lost land bound to surpass her very imagination, turning her once melodic life into an intricate requiem.","['KanemotoHisako', 'IrinoMiyu', 'InoueKazuhiko', 'TakeuchiJunko', 'IrinoMiyu', 'HidakaRina', 'ShimamotoSumi', 'HamadaKenji', 'MaedaTakeshi', 'ItouKanae']"
5160,9774,Morita-san wa Mukuchi,森田さんは無口,OVA,"Comedy, School, Slice of Life","['DAX Production', 'Studio Gram', 'Dream Creation']",['Seven'],"OVA bundled with the special edition of manga volume 3. Morita Mayu is a high school girl. She is extremely reticent and her silence and habit of looking at people's eyes straightly sometimes cause misunderstanding. The reason behind it is not because she doesn’t like to talk nor because she has nothing to say. The reason she rarely speaks is due to the fact she thinks too much before speaking, thus losing the timing to speak altogether. Despite this, she lives a happy school life with her classmates.","['HanazawaKana', 'NanjouYoshino', 'TomatsuHaruka', 'HayamiSaori', 'TsuchiyaMaki', 'KubotaRyuuichi', 'OoshitaKouta', 'KiiMasatoshi', 'HiragaMie', 'NanaseAmi']"
5163,9781,Hyouga Senshi Gaislugger,氷河戦士ガイスラッガー,TV,"Action, Mecha, Sci-Fi",['TV Asahi'],['Toei Animation'],cyborg warrior from an ancient Antarctic kingdom awakes 30000 years later from an accidental hibernation to find the Earth changed and an old alien enemy on the verge of invasion. It's up to Guyslugger to use his ancient technology to defeat the aliens. (Source: AniDB),"['IizukaShouzou', 'YoshidaRihoko', 'KomiyaKazue', 'YamamotoKeiko', 'FuruyaToru', 'KamiyaAkira']"
5164,9782,Norageki!,ノラゲキ！,OVA,"Mystery, Sci-Fi, Space",['Showgate'],['Sunrise'],"In an isolated prison, there are only four prisoners and a cat. One day, a power outage opens all the locks and all of the prisoners are released. However, all of the guards are nowhere to be seen and there are no exits. An extraordinary event occurs in response to an old man's strange behavior. (Source: ANN)","['IrinoMiyu', 'HondaTakako', 'TamuraMutsumi', 'KatouSeizou', 'MoriKazuma', 'Meg']"
5167,9789,Nezumi Monogatari: George to Gerald no Bouken,ねずみ物語 ジョージとジェラルドの冒険,Movie,"Adventure, Kids","['Shogakukan Productions', 'Shochiku', 'Sanrio', 'Bandai', 'Yahoo! Japan']",['Madhouse'],"Nezumi Monogatari is the story of two mice called George and Gerald who embark on a journey together with three friends to find the ""Dragon of Light"".","['KikuchiMika', 'TakayamaMinami', 'HayashibaraMegumi', 'OtsukaChikao', 'FujimuraChika', 'NozawaMasako', 'YamaguchiKappei', 'InuyamaInuko', 'UtsumiKenji']"
5168,9790,Sora no Otoshimono: Tokeijikake no Angeloid,劇場版 そらのおとしもの 時計じかけの哀女神（エンジェロイド）,Movie,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural","['Kadokawa Shoten', 'KlockWorx', 'NTT Docomo']",['AIC A.S.T.A.'],"ovie adaptation of the Sora no Otoshimono manga, based on Kazane Hiyori's arc.","['HayamiSaori', 'HoshiSouichirou', 'NomizuIori', 'FukuharaKaori', 'SuzukiTatsuhisa', 'HikasaYouko', 'TakagakiAyahi', 'Mina', 'ToyosakiAki', 'OogameAsuka']"
5176,9799,Shin-Men,SHIN-MEN,TV,"Action, Comedy, Super Power, Seinen","['TV Asahi', 'Asatsu DK']",['Shin-Ei Animation'],"The spinoff is set in a parallel world known as Shin Jigen (Shin Dimension). The titular Shin-men team is composed of five heroes with supernatural powers symbolized by fire (Gou), water (Sui), wind (Hyuu), greenery (Nyoki), and iron (Kan). Together, they fight against their enemy, the evil pigs of Ton-Men. (Source: AniDB)",['SaigaMitsuki']
5193,9834,Level E,レベルE,TV,"Sci-Fi, Comedy, Shounen","['Aniplex', 'TV Tokyo Music', 'Sony Music Entertainment', 'Sakura Create']","['Studio Pierrot', 'David Production']","In the present day, hundreds of extraterrestrial species walk the Earth. Some are pacifistic, others violent. Some are here for research purposes, others are career criminals. However, humans don't know they are here. Now, one more alien has arrived on Earth. One of the universe's foremost geniuses with a personality that's bound to attract all sorts of trouble. (Source: AniDB)","['NamikawaDaisuke', 'KoyasuTakehito', 'KinoshitaSayaka', 'NakagawaShoko', 'TakakuraYuka', 'OharaSayaka', 'MatsuzakiRei', 'YoshidaSeiko', 'KanadaAki', 'KanayaHideyuki']"
5202,9862,Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,花の魔法使いマリーベル フェニックスのかぎ,Movie,"Adventure, Magic, Fantasy, Shoujo","['Shochiku', 'Hero Communication']","['Production Reed', 'Asahi Production']","ary Bell, Yuri, Ken, Ribbon, and Tambourine go to Flower Land to see Toto (the Phoenix) on his birthday.","['HondaChieko', 'KoorogiSatomi']"
5203,9863,SKET Dance,スケットダンス,TV,"Comedy, School, Shounen","['TV Tokyo', 'Avex Entertainment', 'Dentsu']",['Tatsunoko Production'],"Kaimei High School there is a special club dedicated to helping others known as the SKET Brigade. The brains of the group is Kazuyoshi ""Switch"" Usui, a tech-savvy otaku who speaks through speech synthesis software, while the brawn is provided by Hime ""Himeko"" Onizuka, the hockey stick-wielding girl once known as ""Onihime."" And last but not least, their leader is Yuusuke ""Bossun"" Fujisaki, whose latent ability is evoked by his goggles, allowing him to summon the awesome power of extraordinary concentration. However, most of the school only know them as the club that handles odd jobs. Many of their days are spent in the clubroom slacking off, but when there is something to be done, they give their all to help others—usually in sincere, but unintentionally hilarious, ways. The SKET Brigade do all they can to provide support, kindness, encouragement, and troubleshooting to any students crazy enough to ask for their services.","['YoshinoHiroyuki', 'SugitaTomokazu', 'ShiraishiRyouko', 'SugitaTomokazu', 'KugimiyaRie', 'SakaguchiDaisuke', 'WatanabeShinichi', 'ShimonoHiro', 'SekiTomokazu', 'KayanoAi']"
5204,9865,Hetalia Axis Powers Fan Disc,ヘタリア Axis Powers ファンディスク,OVA,"Comedy, Historical, Parody",['Frontier Works'],['Studio Deen'],"The Fan Disc includes the unaired episode ""Ore-sama Nikki Sono 2""","['SugiyamaNoriaki', 'KousakaAtsushi', 'KonishiKatsuyuki', 'NeyaMichiko', 'SasanumaAkira', 'KanadaAki', 'KonnoJun', 'OnosakaMasaya', 'KaidaYuki']"
5210,9878,Licca-chan to Yamaneko Hoshi no Tabi,Licca the movie リカちゃん リカちゃんとヤマネコ星の旅,OVA,"Adventure, Fantasy, Kids, Magic","['Toho', 'Takara']",['Ajia-Do'],"Based on the popular Licca doll in Japan. Licca meets a mysterious cat. Licca goes on vacation with her father. The town in the mountains they go to is the site of a festival of the stars that has a mystical background, which is more real than Licca expected when she ends up in the middle of the mystical battle for the festival. (Source: AniDB)",[]
5215,9883,Osomatsu-kun (1988),おそ松くん,TV,Comedy,"['Fuji TV', 'Yomiuri Advertising', 'Fuji Pacific Music Publishing']",['Studio Pierrot'],"he Osomatsu boys—sextuplets who look, speak, dress and talk like the same. They only add to the hyper eccentric residents of the town who easily break any boundaries defined by common sense. Check your logical thinking and reason at the door and immerse yourself in everyday lives of unique characters who are wild both in appearance and temperament! (Source: Studio Pierrot)","['YokooMari', 'MashibaMari', 'MatsuiNaoko', 'InoueYou', 'MatsumotoRica', 'HayashibaraMegumi', 'KimotsukiKaneta', 'TanakaMayumi', 'MatsuiNaoko', 'KamiyamaTakuzou']"
5216,9884,Osomatsu-kun,おそ松くん,TV,Comedy,['Mainichi Broadcasting System'],['Studio Zero'],acky comedy about identical sextuplets causing wild pranks. Each episode features 2 stories. (Source: AniDB),"['KitahamaHaruko', 'ShiraishiFuyumi', 'AzumaMie', 'KatouMidori', 'YamamotoKeiko', 'KitahamaHaruko', 'KobayashiKyoji', 'TagamiKazue']"
5227,9906,Sue Cat,スーキャット,TV,"Adventure, Music, Shoujo",['Asatsu DK'],['Knack Productions'],"fter an accident, the amnesiac Sue was taken in to live with Torao's family. She always had the urge to become a singer, but didn't know why. As it turns out, Sue is actually part of a band formed with her two twin sisters. But Sue's climb to the top of the charts is a long and hard way. (Source: AniDB)","['TsuruokaYayoi', 'HashimotoKouichi', 'MasuokaHiroshi', 'TatsutaNaoki', 'AomoriShin', 'OnodaEiichi', 'YokozawaKeiko']"
5231,9916,Samurai Giants,侍ジャイアンツ,TV,Sports,['Yomiuri Telecasting'],"['Madhouse', 'Tokyo Movie Shinsha']","Ban Banjou is an insolent wild boy who was raised on the rough sea in Tosa, southern Japan. He joined the Tokyo Yomiuri Giants in Japanese pro baseball league such a baseball pitcher noted for the blazing fastball and the worst control. He fights hard battles against his rival batters, developing his incredible pitching magics.","['TomiyamaKei', 'NishidaShouichi', 'NayaRokurou', 'MutouReiko', 'YoshidaRihoko', 'NishioToku', 'InoueMakio']"
5233,9919,Ao no Exorcist,青の祓魔師(エクソシスト),TV,"Action, Demons, Fantasy, Shounen, Supernatural","['Aniplex', 'Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sakura Create', 'Shueisha']",['A-1 Pictures'],"Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king. Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio.","['WatanabeAkeno', 'FukuyamaJun', 'KamiyaHiroshi', 'TakagakiAyahi', 'KakiharaTetsuya', 'SatouRina', 'FujiwaraKeiji', 'HanazawaKana', 'NakaiKazuya', 'YusaKouji']"
5234,9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,俺たちに翼はない -under the innocent sky.,TV,"Comedy, Drama, Ecchi, Harem, Romance","['Lantis', 'Delfi Sound', 'Marvelous AQL', 'Studio Jack']",['Nomad'],"Haneda Takashi has a secret he cannot speak of. To leave his dull school-life, he was supposed to have escaped to another world. However, he is reeled in by certain ties on his heart. One of these is Kobato, his awkward younger sister. The other is Watarai Asuka, his negligent girlfriend. Chitose Shuusuke is a poor freeloader. He passes his days working at various part-time jobs. One day, he has a disastrous first encounter with Tamaizumi Hiyoko. The next time they meet, Shuusuke discovers that they are fellow employees at his part-time job. Narita Hayato sees himself as a ""hard-boiled"" person. Back-breaking jobs are nothing to him. Hayato shuns normal human contact, but, during the nights, he would get together with delinquents and other denizens of the night. One such night, he meets the cheerful and oblivious Otori Naru. The relationships with these girls will greatly affect these 3 young men. But what, exactly, is the relationship these young men have with each other? (Source: AnimeNFO)","['SuwabeJunichi', 'GotouYuuko', 'YoshidaMayumi', 'MiuraHiroaki', 'OnoRyouko', 'ShimonoHiro', 'YonagaTsubasa', 'MatayoshiAi', 'AokiSayaka', 'InadaTetsu']"
5237,9926,Sekaiichi Hatsukoi,世界一初恋 TV,TV,"Comedy, Drama, Romance, Shounen Ai","['Lantis', 'Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx']",['Studio Deen'],"fter having to deal with jealousy from his co-workers for working under his father's name, prideful literary editor Ritsu Onodera is determined to establish himself in the industry. To accomplish this, he quits his job at his father's publishing company and transfers to Marukawa Publishing. But instead of being placed in their literary division, Ritsu finds himself working as the rookie manga editor for the Emerald editing department, a team that operates under extremely tight schedules in order to meet deadlines. There, Ritsu is introduced to the infamous editor-in-chief Masamune Takano, a persistent man who strives for results. As it turns out, Takano is actually Ritsu's high school love, and it is the aftermath of that heartbreak has caused Ritsu's reluctance to fall in love again. Now with the two reunited after several years of separation, the reestablishment of their relationship is marked by Takano's vow to make Ritsu say that he loves him again. Sekaiichi Hatsukoi follows three couples that are interconnected within the manga industry, with each being subject to the budding of first love.","['KonishiKatsuyuki', 'KondouTakashi', 'OkamotoNobuhiko', 'MaenoTomoaki', 'NakamuraYuuichi', 'TachibanaShinnosuke', 'HoriuchiKenyuu', 'KamiyaHiroshi', 'MorikawaToshiyuki', 'YusaKouji']"
5241,9934,Nekogami Yaoyorozu,猫神やおよろず,TV,"Slice of Life, Comedy, Supernatural, Seinen","['Sotsu', 'AT-X', 'Marvelous AQL', 'Akita Shoten']",['AIC Plus+'],"Koyama Yuzu is running an antique shop. Mayu, a cat god (nekogami), is living off Yuzu and leads an idle life playing games. Lots of other gods visit Mayu and enjoy merrymaking. (Source: ANN)","['TomatsuHaruka', 'HorieYui', 'ToyosakiAki', 'ItouKanae', 'Mako', 'NaitouRyou', 'KayanoAi', 'TanakaRyouko', 'NanjouYoshino', 'SanpeiYuuko']"
5244,9938,Ikoku Meiro no Croisée The Animation,異国迷路のクロワーゼ The Animation,TV,"Slice of Life, Historical, Seinen","['Media Factory', 'AT-X', 'flying DOG', 'Sony Music Communications', 'Bushiroad', 'Good Smile Company', 'Aoni Entertainment']",['Satelight'],"The story takes place in the second half of the 19th century, as Japanese culture gains popularity in the West. A young Japanese girl, Yune, accompanies a French traveler, Oscar, on his journey back to France, and offers to help at the family's ironwork shop in Paris. Oscar's nephew and shop-owner Claude reluctantly accepts to take care of Yune, and we learn how those two, who have so little in common, get to understand each other and live together in the Paris of the 1800s.","['TouyamaNao', 'KondouTakashi', 'YuukiAoi', 'YahagiSayuri', 'TanakaHideyuki', 'NotoMamiko', 'GibuYuuko', 'CarpentierMarc', 'SuzukiKiyonobu', 'HoshinoMitsuaki']"
5246,9941,Tiger & Bunny,TIGER & BUNNY （タイガー・アンド・バニー）,TV,"Action, Mystery, Comedy, Super Power","['Bandai Visual', 'Mainichi Broadcasting System', 'Tohokushinsha Film Corporation']",['Sunrise'],"In Stern Bild City, those with special abilities are called ""NEXT,"" and can use their powers for good or bad. A unique organized group of NEXT appear regularly on Hero TV, where they chase down evildoers to bring limelight to their sponsors and earn Hero Points in the hopes of becoming the next ""King of Heroes."" Kotetsu T. Kaburagi, known as ""Wild Tiger,"" is a veteran hero whose performance has been dwindling as of late, partially due to his inability to cooperate with other heroes. After a disappointing season in which most of the other heroes far outperformed Tiger, he is paired up with a brand new hero who identifies himself by his real name—Barnaby Brooks Jr. Barnaby, nicknamed ""Bunny"" by his frivolous new partner, quickly makes it clear that the two could not be more different. Though they mix as well as oil and water, Tiger and Bunny must learn to work together, both for the sake of their careers and to face the looming threats within Stern Bild.","['HirataHiroaki', 'MoritaMasakazu', 'MinagawaJunko', 'OkamotoNobuhiko', 'InoueGou', 'TsudaKenjirou', 'KotobukiMinako', 'IseMariya', 'KusunokiTaiten', 'IwasakiHiroshi']"
5258,9958,Hayate no Gotoku! Heaven Is a Place on Earth,劇場版 ハヤテのごとく! HEAVEN IS A PLACE ON EARTH,Movie,"Harem, Comedy, Parody, Shounen","['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan Productions', 'Half H.P Studio', 'Shogakukan Music &amp; Digital Entertainment']",['Manglobe'],"Hayate, Nagi and the gang spend the last days of summer break at Nishizawa's countryside vacation home. But a mysterious spirit has concocted a scheme to separate the butler from his young mistress. (Source: ANN)","['ShiraishiRyouko', 'KugimiyaRie', 'ItouShizuka', 'TanakaRie', 'MatsukiMiyu', 'TakahashiMikako', 'YahagiSayuri', 'YamazakiHaruka', 'UedaKana']"
5263,9969,Gintama',銀魂',TV,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Studio Jack', 'Shueisha']",['Sunrise'],"fter a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child. Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it. With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.","['SugitaTomokazu', 'KugimiyaRie', 'SakaguchiDaisuke', 'IshidaAkira', 'NakaiKazuya', 'SuzumuraKenichi', 'KoyasuTakehito', 'KaidaYuuko', 'TachikiFumihiko', 'HinoSatoshi']"
5267,9978,Kyouryuu Tankentai Born Free,恐竜探検隊ボーンフリー,TV,"Action, Sci-Fi",['Tsuburaya Productions'],['Sunrise'],"hen a meteor crashes to Earth, it briefly changes the climate and dinosaurs once again roam the planet. It's up to a newly formed expedition team to relocate the dinosaurs to a safe environment. (Source: AniDB)","['MoriKatsuji', 'KuriYouko', 'KamiKyounosuke', 'TakahashiKazue', 'KanemotoShingo', 'NakaeShinji', 'TakiguchiJunpei']"
5268,9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,映画 プリキュアオールスターズDX3 未来に届け!世界をつなぐ☆虹色の花,Movie,"Action, Fantasy, Magic, Shoujo",['Asahi Broadcasting'],['Toei Animation'],Precure 10th Anniversary Movie and 3rd Precure All Stars DX. Enemies are from all the Precure works.,"['MizusawaFumie', 'HonnaYouko', 'MizukiNana', 'KomatsuYuka', 'HisakawaAya', 'Yukana', 'SanpeiYuuko', 'KuwashimaHouko', 'KoshimizuAmi', 'OkiKanae']"
5269,9981,Phi Brain: Kami no Puzzle,ファイ・ブレイン 神のパズル,TV,"Action, Game, Mystery, Shounen",['NHK'],['Sunrise'],"Kaito Daimon would be a completely average high school student except for one thing: he's a 'demon' at solving puzzles. Kaito is so brilliant, in fact, that when he's asked to take some 'special' tests of his unique ability, he immediately suspects that the test itself is a test. Kaito suddenly finds himself caught up in a lethal Philosopher's Puzzle made by the sinister group POG, a murderous maze of trap upon trap, where failing to solve the secret correctly will result in death! Fortunately, Kaito's skills prove up to the first test, both for himself and his childhood friend Nanoha, who is also caught up in the deadly scheme. But now that he has been designated as a Solver, he is pulled into a new life where he must travel the world with other Solvers, attempting to solve the latest deadly riddles left by POG. There's a new conundrum around every corner and each deception could lead to death, but once a riddle has been posed, you can count on Kaito to unfold, unravel and unlock it! (Source: Sentai Filmworks)","['SaitouChiwa', 'YukinoSatsuki', 'SakuraiTakahiro', 'FukuyamaJun', 'ShimizuKaori', 'MiyataKouki', 'IshidaAkira', 'KoyasuTakehito', 'JukuIkkyuu', 'NakajimaMegumi']"
5272,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,あの日見た花の名前を僕達はまだ知らない。,TV,"Slice of Life, Supernatural, Drama","['Aniplex', 'Dentsu', 'Fuji TV', 'Fuji Pacific Music Publishing']",['A-1 Pictures'],"Jinta Yadomi is peacefully living as a recluse, spending his days away from school and playing video games at home instead. One hot summer day, his childhood friend, Meiko ""Menma"" Honma, appears and pesters him to grant a forgotten wish. He pays her no mind, which annoys her, but he doesn't really care. After all, Menma already died years ago. At first, Jinta thinks that he is merely hallucinating due to the summer heat, but he is later on convinced that what he sees truly is the ghost of Menma. Jinta and his group of childhood friends grew apart after her untimely death, but they are drawn together once more as they try to lay Menma's spirit to rest. Re-living their pain and guilt, will they be able to find the strength to help not only Menma move on—but themselves as well?","['KayanoAi', 'IrinoMiyu', 'TomatsuHaruka', 'ToyosakiAki', 'HayamiSaori', 'SakuraiTakahiro', 'OgataMitsuru', 'MizuharaKaoru', 'MakinoYui', 'OharaSayaka']"
5276,9996,Hyouge Mono,へうげもの,TV,"Historical, Samurai, Seinen","['NHK', 'Sogo Vision']",['Bee Train'],"The story is set during Japan's Sengoku Jidai (Era of the Warring States) and centers on Furuta Sasuke, a vassal of the great warlord Oda Nobunaga and a man obsessed with tea ceremony and material desires in his pursuit of a fortuitous life. Having learned from Oda and the legendary tea master Sen no Soueki, Furuta walks the way of the Hyouge Mono. (Source: ANN)","['OhkuraKouji', 'TanakaNobuo', 'KoyamaRikiya', 'TsurumiShingo', 'EbaraMasashi', 'NakaiKazuya', 'IshidaTarou', 'TanakaHideyuki', 'TajiriHiroaki', 'ShinoharaDaisaku']"
5282,10012,Carnival Phantasm,カーニバル・ファンタズム,OVA,"Comedy, Parody, Supernatural",['Notes'],['Lerche'],"How do you resolve a conflict between powerful spirits of famous heroes for a prize capable of granting any wish? Wage a war that will cost your blood, sweat, and tears? Too much work—how about a game-show competition instead? Carnival Phantasm takes a number of characters from Type-Moon's original works, and puts them in a variety of light-hearted scenarios which parody their respective series. Watch Lancer suffering due to his low luck stat, or watch the egotistical King of Heroes gladly kneel to a dominatrix King of Knights. Just remember to leave your sanity at the door.","['KawasumiAyako', 'UedaKana', 'SugiyamaNoriaki', 'YuzukiRyouka', 'NojimaKenji', 'Hitomi', 'SekiTomokazu', 'SuwabeJunichi']"
5285,10015,Yu☆Gi☆Oh! Zexal,遊☆戯☆王ZEXAL,TV,"Action, Game, Fantasy, Shounen","['TV Tokyo', 'Marvelous', 'Nihon Ad Systems', 'Digital Works']",['Studio Gallop'],"In the bustling and futuristic city of Heartland, a young boy named Yuuma Tsukumo has a dream that everyone his age wants to achieve—earning the title of the greatest duelist! Sadly, due to his lackluster dueling skills, this dream is far from achievable. But when the school bully, Ryouga ""Shark"" Kamishiro, splits the key given to him by his father into two pieces, he inadvertently sets Yuuma on a collision course with his dream. Retaining one half of the key, Yuuma begins a duel with Shark, but soon realizes that his inexperienced skills are no match for him. In a sudden turn of events, Yuuma's key repairs itself, and the ""Door of Destiny'' appears before him. Using the key to open it, Yuuma is greeted by an alien by the name of Astral—a being only he can see. The bewildered Yuuma soon learns that his memories have been divided into 100 ""Number Cards,"" all of which he must retrieve. However, he is also not the only one looking for them. Bombarded by these revelations, Yuuma, alongside Astral, must defend the world from the upcoming threats that loom over Heartland City—regardless of any divine intervention that may occur.","['UchiyamaKouki', 'MasudaToshiki', 'ItouMika', 'IrinoMiyu', 'KomatsuMikako', 'HosoyaYoshimasa', 'IkedaKyousuke', 'YamamotoShouma', 'MochizukiRei', 'KokuryuSachi']"
5289,10029,Coquelicot-zaka kara,コクリコ坂から,Movie,"Historical, Romance, School, Shoujo",['Nippon Television Network'],['Studio Ghibli'],"op a hill overlooking a seaside port sits a boarding house named Coquelicot Manor. Since the building is run by her family, Umi Matsuzaki carries out many of the duties involved in managing the small establishment, such as preparing meals for her fellow boarders. When she isn't at home, she is a student at the local high school—one that is currently dealing with a small crisis. In anticipation of the upcoming Olympic Games, a beloved old clubhouse is set to be demolished to make way for a modern building. As a result, a large part of the student body has banded together, working tirelessly to prevent this from happening. Umi finds herself helping the newspaper club to spread information about this cause where she befriends Shun Kazama, whom she gradually begins to fall in love with. But Shun is an orphan who doesn't know much about his origins, and when the two begin searching for clues to the boy's past, they discover that they may have a lot more in common than either of them could have thought.","['NagasawaMasami', 'OkadaJunichi', 'KazamaShunsuke', 'HiiragiRumi', 'KagawaTeruyuki', 'KannoToshimi', 'TeshimaAoi', 'IshidaYuriko']"
5290,10030,Bakuman. 2nd Season,バクマン。2ndシーズン,TV,"Comedy, Drama, Romance, Shounen","['NHK', 'Shueisha']",['J.C.Staff'],"h the serialization of their new manga, ""Detective Trap,"" the writer-artist team, Akito Takagi and Moritaka Mashiro, better known by their pseudonym Muto Ashirogi, are one step closer to becoming world-renowned mangaka. For Mashiro, however, serialization is just the first step. Having promised to marry his childhood sweetheart and aspiring voice actress, Azuki Miho, once his manga gets an anime adaptation, Mashiro must continue his to popularize Ashirogi's work. A tremendously competitive cast of ambitious mangaka—including the wild genius, Eiji Niizuma; the elegant student, Yuriko Aoki, and her older admirer and partner, Takurou Nakai; the lazy prodigy, Kazuya Hiramaru; and the abrasive artist, Shinta Fukuda—both support and compete against Muto Ashirogi in creating the next big hit. As they adjust to their young and seemingly untested new editor, the dynamic duo struggle to maintain their current serialization, secure the top stop in Shounen Jack, and ultimately, achieve an anime adaptation of their manga. With new rivals and friends, Bakuman. 2nd Season continues Takagi and Mashiro's inspiring story of hard work and young love.","['AbeAtsushi', 'HinoSatoshi', 'OkamotoNobuhiko', 'MoritaMasakazu', 'HayamiSaori', 'SuwabeJunichi', 'ToneKentarou', 'YahagiSayuri', 'KoyasuTakehito', 'KawasumiAyako']"
5291,10033,Toriko,トリコ,TV,"Action, Adventure, Comedy, Fantasy, Shounen","['Yomiko Advertising', 'Fuji TV', 'Shueisha']",['Toei Animation'],"Hamburgers that grow out of the ground like four-leaf clovers, mountain ranges carved out of ice cream, and warm servings of mac and cheese that stew deep within the stomachs of volcanoes fill the landscape. This world of delectable natural wonders has reached a prime age of exploration—the Gourmet Age! Citizens and chefs alike aspire to taste and prepare the finest dishes, while adventurers called ""Gourmet Hunters"" seek out delicious rare ingredients. Possessing a unique set of skills, the wild and passionate Gourmet Hunter Toriko is infamous for discovering 2% of all known ingredients. Together with his friend Komatsu—a highly skilled chef working at a five-star hotel—Toriko strives to complete his Full Course Menu of Life. But it isn’t going to be easy; in order to obtain the most delicious ingredients, Toriko must battle against obstacles like deadly monsters, evil organizations, and food itself!","['OkiayuRyoutarou', 'MatsudaKenji', 'SakuraiTakahiro', 'ParkRomi', 'IwataMitsuo', 'MorikawaToshiyuki', 'MinagawaJunko', 'HoriuchiKenyuu', 'MikiShinichiro']"
